epoch,step,n_steps,cfm_mean,cfm_std,contrastive_mean,contrastive_std,reconstruction_mean,reconstruction_std,total_mean,total_std,samples_per_sec_mean,samples_per_sec_std,grad_norm_cn_preclip_mean,grad_norm_cn_preclip_std,grad_norm_cn_postclip_mean,grad_norm_cn_postclip_std,grad_norm_trunk_preclip_mean,grad_norm_trunk_preclip_std,grad_norm_trunk_postclip_mean,grad_norm_trunk_postclip_std,t_mean_mean,t_mean_std,gpu_mem_peak_mb_mean,gpu_mem_peak_mb_std,cfm_cohort_BraTS-GLI_mean,cfm_cohort_BraTS-GLI_std,cfm_cohort_IvyGAP_mean,cfm_cohort_IvyGAP_std,cfm_cohort_LUMIERE_mean,cfm_cohort_LUMIERE_std,cfm_cohort_REMBRANDT_mean,cfm_cohort_REMBRANDT_std,cfm_cohort_UCSF-PDGM_mean,cfm_cohort_UCSF-PDGM_std,cfm_cohort_UPENN-GBM_mean,cfm_cohort_UPENN-GBM_std
0,832,832,1.87621,0.514788,-0.0113409,0.0104678,,,1.8761,0.514835,15.4767,0.705156,82.7206,82.4922,1,8.52538e-08,82.7072,82.4897,0.999559,0.00129391,500.623,205.04,17598.4,101.124,1.86292,0.610429,1.89104,0.632955,1.85879,0.493826,1.84331,0.592279,1.91329,0.664414,1.92244,0.646801
1,1664,832,1.48161,0.205907,-0.0387492,0.0129555,,,1.48122,0.205915,15.907,0.578227,22.6034,20.9342,0.999966,0.000972645,22.5831,20.9327,0.997836,0.00559249,487.178,203.702,17602.5,0.000411798,1.48902,0.291097,1.51787,0.296243,1.47803,0.283562,1.45935,0.294663,1.47278,0.301561,1.48331,0.291847
