epoch,step,lr,cfm,cfm_cohort_BraTS-GLI,cfm_cohort_LUMIERE,cfm_weight,contrastive,contrastive/bg_cap_hit_frac,contrastive/delta_abs_mean_in,contrastive/delta_abs_mean_out,contrastive/roi_cap_hit_frac,contrastive_weight,ema_decay,gpu_mem_peak_mb,grad_clip_active,grad_norm_cn_postclip,grad_norm_cn_preclip,grad_norm_trunk_postclip,grad_norm_trunk_preclip,samples_per_sec,step_time_sec,t_mean,total
0,88,4.4e-06,2.93099,2.461,3.35148,1,-0.00372641,0,0.0124568,0.0119238,0,0.01,0.895833,13320.4,1,1,4.52572,0.0399832,0.180953,14.0765,0.14208,615.5,2.93095
0,89,4.45e-06,3.6774,5.68988,3.35148,1,-0.00339876,0,0.0113584,0.0112605,0,0.01,0.896907,13320.4,1,1,5.16897,0.0303156,0.1567,14.0005,0.142852,466,3.67736
0,90,4.5e-06,1.98015,5.68988,3.35148,1,-0.00363023,0,0.0121359,0.0118383,0,0.01,0.897959,13320.4,1,1,3.25542,0.043299,0.140957,13.9336,0.143538,794,1.98012
0,91,4.55e-06,4.09412,5.68988,4.16343,1,-0.00367877,0,0.0123,0.0121187,0,0.01,0.89899,13320.4,1,1,6.52967,0.034633,0.226142,13.6402,0.146625,402,4.09408
0,92,4.6e-06,3.12465,2.44084,4.16343,1,-0.00371867,0,0.0124324,0.0121072,0,0.01,0.9,13320.4,1,1,5.51182,0.0343606,0.189389,13.9272,0.143604,541,3.12461
0,93,4.65e-06,3.5725,2.59552,4.16343,1,-0.00364228,0,0.0121769,0.0119916,0,0.01,0.90099,13320.4,1,1,5.98847,0.0333201,0.199536,13.9379,0.143493,467.5,3.57246
0,94,4.7e-06,2.35044,2.59552,4.16343,1,-0.00365185,0,0.0122092,0.0120233,0,0.01,0.901961,13320.4,1,1,3.75866,0.0420113,0.157906,13.9545,0.143323,709.5,2.35041
0,95,4.75e-06,3.16328,4.25858,2.06798,1,-0.00368725,0,0.012326,0.0119735,0,0.01,0.902913,13320.4,1,1,5.28422,0.0354281,0.18721,13.8583,0.144318,567.5,3.16324
0,96,4.8e-06,3.93979,5.11926,2.06798,1,-0.00365999,0,0.0122342,0.0118351,0,0.01,0.903846,13320.4,1,1,6.32589,0.0322204,0.203823,14.0945,0.141899,402,3.93975
0,97,4.85e-06,3.37514,5.11926,2.06798,1,-0.00370802,0,0.0123958,0.0119678,0,0.01,0.904762,13320.4,1,1,5.78906,0.0338248,0.195814,14.1269,0.141574,508.5,3.37511
0,98,4.9e-06,3.36661,4.92376,2.06798,1,-0.00360773,0,0.0120589,0.0117112,0,0.01,0.90566,13320.4,1,1,5.68245,0.0313776,0.178302,13.5283,0.147838,501.5,3.36657
