epoch,step,lr,cfm,contrastive,contrastive/bg_cap_hit_frac,contrastive/delta_abs_mean_in,contrastive/delta_abs_mean_out,contrastive/roi_cap_hit_frac,ema_decay,gpu_mem_peak_mb,grad_clip_active,grad_norm_cn_postclip,grad_norm_cn_preclip,grad_norm_trunk_postclip,grad_norm_trunk_preclip,samples_per_sec,step_time_sec,t_mean,total
1,934,4.67e-05,1.46424,-0.0333107,0,0.111049,0.00816822,0,0.989384,17607,1,1,19.2891,0.999836,19.2859,16.522,0.121051,710.5,1.46391
1,935,4.675e-05,1.63525,-0.0284592,0,0.0948783,0.00888495,0,0.989396,17607,1,1,67.2543,0.999771,67.2389,16.5267,0.121016,416.5,1.63496
1,936,4.68e-05,1.65917,-0.0218156,0,0.0727348,0.00875168,0,0.989407,17607,1,1,84.3592,0.999676,84.3318,16.3905,0.122022,264,1.65895
1,937,4.685e-05,1.4467,-0.0200634,0,0.0668875,0.00715444,0,0.989418,17607,1,1,14.6486,0.999582,14.6425,16.4735,0.121407,605,1.4465
1,938,4.69e-05,1.59055,-0.0184412,0,0.0614765,0.00401811,0,0.989429,17607,1,1,53.0998,0.999873,53.093,16.4233,0.121778,659,1.59037
1,939,4.695e-05,1.67936,-0.0316831,0,0.105641,0.0117512,0,0.98944,17607,1,1,54.6782,0.999821,54.6684,16.4836,0.121333,288,1.67904
1,940,4.7e-05,1.652,-0.0396794,0,0.132278,0.00884889,0,0.989451,17607,1,1,33.1731,0.99983,33.1675,16.4639,0.121478,608,1.6516
1,941,4.705e-05,1.72663,-0.0287558,0,0.0958695,0.00894735,0,0.989463,17607,1,1,40.5569,0.99984,40.5504,16.3003,0.122697,332.5,1.72634
1,942,4.71e-05,1.40708,-0.0297161,0,0.0990773,0.0105656,0,0.989474,17607,1,1,9.7318,0.995841,9.69132,16.3761,0.122129,452.5,1.40678
1,943,4.715e-05,1.52774,-0.0373613,0,0.124548,0.00777467,0,0.989485,17607,1,1,39.6792,0.999947,39.6771,16.2704,0.122922,725,1.52736
1,944,4.72e-05,1.10292,-0.0407877,0,0.135975,0.00882287,0,0.989496,17607,1,1,7.09175,0.998113,7.07837,16.4701,0.121432,858,1.10251
1,945,4.725e-05,1.46783,-0.0341916,0,0.113985,0.00827973,0,0.989507,17607,1,1,24.6047,0.999881,24.6018,16.3981,0.121966,697.5,1.46748
1,946,4.73e-05,1.64858,-0.036814,0,0.12273,0.00898492,0,0.989518,17607,1,1,68.6384,0.999753,68.6215,16.3022,0.122683,494.5,1.64821
1,947,4.735e-05,1.72377,-0.0401914,0,0.133989,0.00975101,0,0.989529,17607,1,1,47.7544,0.999819,47.7458,16.4529,0.121559,519,1.72337
1,948,4.74e-05,1.8027,-0.0410178,0,0.136745,0.0100248,0,0.98954,17607,1,1,70.1007,0.999787,70.0858,16.3013,0.122689,517.5,1.80229
1,949,4.745e-05,1.76017,-0.0408521,0,0.13619,0.00853089,0,0.989551,17607,1,1,57.5546,0.999756,57.5406,16.3301,0.122473,597.5,1.75976
1,950,4.75e-05,1.4654,-0.0265255,0,0.0884673,0.0135682,0,0.989562,17607,1,1,66.7643,0.998655,66.6745,16.3668,0.122199,135.5,1.46513
1,951,4.755e-05,1.38345,-0.0334258,0,0.111447,0.0101839,0,0.989572,17607,1,1,24.9865,0.998147,24.9403,16.3471,0.122346,517,1.38311
1,952,4.76e-05,1.53446,-0.0388911,0,0.129681,0.0139025,0,0.989583,17607,1,1,20.539,0.99919,20.5223,16.2653,0.122961,447.5,1.53407
1,953,4.765e-05,1.37701,-0.0439964,0,0.146673,0.00865433,0,0.989594,17607,1,1,83.4704,0.999863,83.459,15.7584,0.126916,782.5,1.37657
1,954,4.77e-05,1.81468,-0.0337535,0,0.112524,0.00894886,0,0.989605,17607,1,1,129.598,0.999823,129.575,16.3773,0.12212,593.5,1.81434
1,955,4.775e-05,1.5471,-0.0386369,0,0.128816,0.0102504,0,0.989616,17607,1,1,32.806,0.999038,32.7744,16.3523,0.122307,638.5,1.54671
1,956,4.78e-05,1.35758,-0.025614,0,0.0854057,0.0107414,0,0.989627,17607,1,1,47.0145,0.999676,46.9993,16.3977,0.121968,367.5,1.35732
1,957,4.785e-05,1.39581,-0.0328877,0,0.109651,0.0104667,0,0.989637,17607,1,1,8.57228,0.997064,8.54711,16.3179,0.122564,413,1.39548
1,958,4.79e-05,1.30373,-0.0157694,0,0.0525991,0.0119199,0,0.989648,17607,1,1,26.5157,0.999613,26.5055,16.4881,0.121299,99.5,1.30357
1,959,4.795e-05,1.3687,-0.0262748,0,0.0876054,0.00985785,0,0.989659,17607,1,1,36.5448,0.999907,36.5414,16.3405,0.122395,449.5,1.36843
1,960,4.8e-05,1.6329,-0.0229047,0,0.0763713,0.0101139,0,0.989669,17607,1,1,56.7687,0.999829,56.759,16.3673,0.122195,341,1.63267
1,961,4.805e-05,1.78986,-0.0292543,0,0.0975349,0.00997625,0,0.98968,17607,1,1,36.2926,0.998871,36.2516,16.5101,0.121138,354.5,1.78957
1,962,4.81e-05,1.16,-0.0231188,0,0.0770923,0.0102931,0,0.989691,17607,1,1,21.8947,0.99945,21.8827,16.5125,0.12112,458,1.15977
1,963,4.815e-05,1.45585,-0.0266108,0,0.0887217,0.00896686,0,0.989701,17607,1,1,10.8636,0.999453,10.8576,16.2588,0.12301,474.5,1.45558
1,964,4.82e-05,1.3742,-0.034712,0,0.115718,0.00811794,0,0.989712,17607,1,1,3.32917,0.99382,3.3086,16.4214,0.121792,763,1.37385
1,965,4.825e-05,1.5882,-0.0137786,0,0.0459495,0.00942472,0,0.989722,17607,1,1,33.1524,0.999693,33.1422,16.3557,0.122282,303.5,1.58806
1,966,4.83e-05,1.48229,-0.0379774,0,0.12661,0.00974158,0,0.989733,17607,1,1,19.288,0.99983,19.2847,16.3558,0.122281,692,1.48191
1,967,4.835e-05,1.52239,-0.0280254,0,0.0934416,0.0105301,0,0.989744,17607,1,1,29.3266,0.99959,29.3145,16.4261,0.121757,414,1.52211
1,968,4.84e-05,1.70814,-0.0247977,0,0.0826807,0.00926507,0,0.989754,17607,1,1,23.2957,0.999139,23.2756,16.2965,0.122726,360,1.70789
1,969,4.845e-05,1.48622,-0.0320603,0,0.106882,0.00857933,0,0.989765,17607,1,1,22.9451,0.999517,22.934,16.3924,0.122008,620.5,1.4859
1,970,4.85e-05,1.8511,-0.029422,0,0.0980821,0.00720351,0,0.989775,17607,1,1,19.7545,0.999894,19.7524,16.3351,0.122436,440,1.85081
1,971,4.855e-05,1.4306,-0.0518804,0,0.172954,0.00966901,0,0.989785,17607,1,1,6.75087,0.998623,6.74158,16.3256,0.122507,739,1.43008
1,972,4.86e-05,1.30187,-0.0422981,0,0.141027,0.0113627,0,0.989796,17607,1,1,3.67283,0.994003,3.65081,16.3598,0.122251,615,1.30144
1,973,4.865e-05,1.34966,-0.0444179,0,0.148078,0.00926099,0,0.989806,17607,1,1,24.7424,0.999687,24.7347,16.5033,0.121188,626,1.34921
1,974,4.87e-05,1.68238,-0.0395041,0,0.13169,0.00789505,0,0.989817,17607,1,1,71.147,0.999927,71.1418,16.4495,0.121584,598.5,1.68198
1,975,4.875e-05,1.51123,-0.0266734,0,0.0889443,0.0116837,0,0.989827,17607,1,1,34.739,0.999789,34.7317,16.5037,0.121185,210,1.51097
1,976,4.88e-05,1.1521,-0.0519481,0,0.173177,0.00926643,0,0.989837,17607,1,1,10.265,0.998236,10.2469,16.5333,0.120968,884.5,1.15158
1,977,4.885e-05,1.26949,-0.0105222,0,0.0350972,0.00673781,0,0.989848,17607,1,1,22.1213,0.999244,22.1046,16.4977,0.121229,391,1.26938
1,978,4.89e-05,1.79212,-0.027956,0,0.093202,0.00873194,0,0.989858,17607,1,1,66.0929,0.999925,66.088,16.4926,0.121266,360,1.79184
1,979,4.895e-05,1.45521,-0.0327237,0,0.109095,0.00923353,0,0.989868,17607,1,1,44.6977,0.999941,44.6951,16.2904,0.122771,522,1.45488
1,980,4.9e-05,1.41405,-0.0301156,0,0.100401,0.00885677,0,0.989879,17607,1,1,47.4752,0.999903,47.4706,15.8656,0.126059,603.5,1.41375
1,981,4.905e-05,1.83446,-0.0283189,0,0.0944079,0.0081298,0,0.989889,17607,1,1,55.5201,0.999851,55.5118,16.5051,0.121175,499.5,1.83417
1,982,4.91e-05,1.27635,-0.0227668,0,0.0759123,0.00971358,0,0.989899,17607,1,1,16.3867,0.999741,16.3825,16.493,0.121264,478.5,1.27612
1,983,4.915e-05,1.59942,-0.0190085,0,0.0633866,0.0101483,0,0.989909,17607,1,1,19.5943,0.999138,19.5774,16.4544,0.121548,264,1.59923
1,984,4.92e-05,1.81023,-0.0337343,0,0.112458,0.00817477,0,0.989919,17607,1,1,51.1912,0.999872,51.1846,16.4722,0.121417,549,1.80989
1,985,4.925e-05,1.83532,-0.0380521,0,0.126857,0.0100989,0,0.989929,17607,1,1,72.8678,0.999942,72.8636,16.4257,0.121761,436.5,1.83494
1,986,4.93e-05,1.29515,-0.0150081,0,0.0500574,0.011069,0,0.98994,17607,1,1,64.3039,0.999735,64.2869,15.8614,0.126092,107.5,1.295
1,987,4.935e-05,1.54146,-0.0188103,0,0.0627227,0.00955023,0,0.98995,17607,1,1,44.1379,0.999833,44.1305,16.4449,0.121618,254,1.54127
1,988,4.94e-05,1.47178,-0.0277579,0,0.0925406,0.00833287,0,0.98996,17607,1,1,8.35662,0.999503,8.35246,16.4628,0.121486,588.5,1.47151
1,989,4.945e-05,1.70401,-0.0297508,0,0.0992081,0.0125077,0,0.98997,17607,1,1,20.0922,0.999395,20.0801,16.5217,0.121053,438.5,1.70372
1,990,4.95e-05,1.64573,-0.0234944,0,0.0783359,0.00994797,0,0.98998,17607,1,1,21.3525,0.999443,21.3406,16.2602,0.123,271,1.6455
1,991,4.955e-05,1.39654,-0.0294971,0,0.0983526,0.0110032,0,0.98999,17607,1,1,12.585,0.999698,12.5812,16.5021,0.121197,386,1.39625
1,992,4.96e-05,1.60482,-0.0368622,0,0.122888,0.00872398,0,0.99,17607,1,1,25.7457,0.999878,25.7425,16.4556,0.121539,651,1.60445
1,993,4.965e-05,1.64874,-0.0233019,0,0.0776952,0.00975684,0,0.99001,17607,1,1,21.2014,0.999541,21.1917,16.4593,0.121512,294,1.64851
1,994,4.97e-05,1.27223,-0.0212734,0,0.0709573,0.0129296,0,0.99002,17607,1,1,14.1779,0.99945,14.1701,16.4913,0.121276,99.5,1.27202
1,995,4.975e-05,1.69941,-0.023684,0,0.0789534,0.0067913,0,0.99003,17607,1,1,18.1001,0.999777,18.096,16.3776,0.122118,589,1.69917
1,996,4.98e-05,1.31881,-0.0231978,0,0.0773441,0.00797989,0,0.99004,17607,1,1,17.0835,0.999789,17.0799,16.2877,0.122792,532,1.31858
1,997,4.985e-05,1.52142,-0.0283809,0,0.0946245,0.00928702,0,0.99005,17607,1,1,17.0163,0.999384,17.0058,16.338,0.122414,455.5,1.52114
1,998,4.99e-05,1.39824,-0.0235762,0,0.0786158,0.0101375,0,0.99006,17607,1,1,62.5132,0.999697,62.4942,16.361,0.122242,154,1.39801
1,999,4.995e-05,1.78874,-0.031093,0,0.103655,0.00841295,0,0.99007,17607,1,1,18.765,0.999808,18.7614,16.3696,0.122178,417,1.78843
1,1000,5e-05,1.51818,-0.0294917,0,0.0983239,0.00957608,0,0.990079,17607,1,1,9.18259,0.992329,9.11216,16.4283,0.121741,516.5,1.51788
1,1001,4.9999e-05,1.74637,-0.0266426,0,0.088823,0.00868772,0,0.990089,17607,1,1,14.3556,0.999828,14.3531,16.2647,0.122966,370,1.7461
1,1002,4.9998e-05,1.4131,-0.0311798,0,0.103945,0.00804989,0,0.990099,17607,1,1,2.30013,0.998409,2.29647,16.2263,0.123257,689.5,1.41279
1,1003,4.99969e-05,1.64955,-0.0351025,0,0.11702,0.00813579,0,0.990109,17607,1,1,13.7259,0.999893,13.7244,16.3159,0.12258,552,1.6492
1,1004,4.99959e-05,1.55554,-0.0296178,0,0.0987488,0.0103233,0,0.990119,17607,1,1,40.2628,0.99892,40.2193,16.4428,0.121634,226.5,1.55525
1,1005,4.99949e-05,1.41401,-0.0276567,0,0.0922248,0.0114357,0,0.990128,17607,1,1,15.2101,0.999251,15.1987,16.4393,0.12166,330.5,1.41373
1,1006,4.99939e-05,1.31607,-0.0271342,0,0.0904746,0.0101691,0,0.990138,17607,1,1,14.8054,0.999089,14.7919,16.2429,0.123131,354.5,1.3158
1,1007,4.99929e-05,1.41335,-0.0354548,0,0.118211,0.0110749,0,0.990148,17607,1,1,10.8744,0.998402,10.857,16.4555,0.12154,374,1.41299
1,1008,4.99918e-05,1.29177,-0.0321045,0,0.10705,0.0111907,0,0.990157,17607,1,1,6.15337,0.999127,6.148,16.4471,0.121602,395,1.29144
1,1009,4.99908e-05,1.25325,-0.0371776,0,0.123959,0.0117108,0,0.990167,17607,1,1,3.79814,0.99841,3.7921,16.4292,0.121734,412.5,1.25287
1,1010,4.99898e-05,1.32422,-0.0331309,0,0.110474,0.0115718,0,0.990177,17607,1,1,7.38026,0.998542,7.36951,16.1982,0.123471,441.5,1.32389
1,1011,4.99888e-05,1.11841,-0.0458325,0,0.152787,0.00777126,0,0.990186,17607,1,1,7.51257,0.998803,7.50358,16.3673,0.122195,858,1.11796
1,1012,4.99878e-05,1.52715,-0.0211523,0,0.0705353,0.0103849,0,0.990196,17607,1,1,38.8009,0.9995,38.7815,16.1625,0.123743,233,1.52694
1,1013,4.99867e-05,1.27549,-0.0323036,0,0.107714,0.0116739,0,0.990206,17607,1,1,11.3287,0.978267,11.0825,16.3636,0.122222,592,1.27516
1,1014,4.99857e-05,1.35191,-0.0298606,0,0.0995502,0.00811021,0,0.990215,17607,1,1,15.1356,0.999593,15.1294,16.3102,0.122622,588.5,1.35162
1,1015,4.99847e-05,1.20119,-0.0315705,0,0.105261,0.0102876,0,0.990225,17607,1,1,13.1631,0.992363,13.0626,16.3398,0.122401,493.5,1.20087
1,1016,4.99837e-05,1.84748,-0.0279463,0,0.0931633,0.00768664,0,0.990234,17607,1,1,29.7358,0.999876,29.7321,16.2847,0.122815,563,1.8472
1,1017,4.99827e-05,1.37183,-0.0415928,0,0.13866,0.00977607,0,0.990244,17607,1,1,10.1687,0.999407,10.1627,16.3403,0.122397,771,1.37142
1,1018,4.99816e-05,1.35848,-0.0335241,0,0.11176,0.00820846,0,0.990253,17607,1,1,11.6246,0.999839,11.6227,16.4266,0.121754,747.5,1.35815
1,1019,4.99806e-05,1.77686,-0.0333572,0,0.11121,0.00984108,0,0.990263,17607,1,1,78.7832,0.999885,78.7742,16.4717,0.121421,393.5,1.77653
1,1020,4.99796e-05,1.08014,-0.0286204,0,0.095428,0.0108201,0,0.990272,17607,1,1,20.2737,0.998924,20.2519,16.4441,0.121624,534,1.07985
1,1021,4.99786e-05,1.6954,-0.0326235,0,0.108757,0.00840031,0,0.990282,17607,1,1,4.62445,0.997994,4.61518,16.4302,0.121727,532,1.69508
1,1022,4.99776e-05,1.37026,-0.0352941,0,0.117666,0.00964831,0,0.990291,17607,1,1,16.8948,0.99954,16.8871,16.3459,0.122355,610.5,1.36991
1,1023,4.99765e-05,1.35021,-0.0295728,0,0.0986039,0.00994689,0,0.990301,17607,1,1,7.61819,0.998268,7.605,16.1659,0.123717,450.5,1.34991
1,1024,4.99755e-05,1.65109,-0.0230499,0,0.0768538,0.00962255,0,0.99031,17607,1,1,15.9993,0.999496,15.9912,16.3126,0.122605,302,1.65086
1,1025,4.99745e-05,1.37464,-0.0319265,0,0.106437,0.00807624,0,0.990319,17607,1,1,10.4685,0.999652,10.4649,16.4269,0.121751,640.5,1.37433
1,1026,4.99735e-05,1.5129,-0.0260546,0,0.0868632,0.00839672,0,0.990329,17607,1,1,21.5947,0.999481,21.5834,16.5236,0.121039,545.5,1.51263
1,1027,4.99724e-05,1.64787,-0.0336787,0,0.112304,0.0136931,0,0.990338,17607,1,1,40.0735,0.999909,40.0699,16.3449,0.122362,281.5,1.64753
1,1028,4.99714e-05,1.77951,-0.0406809,0,0.135612,0.00767055,0,0.990348,17607,1,1,52.2062,0.999948,52.2035,16.1589,0.123771,581,1.7791
1,1029,4.99704e-05,1.48361,-0.0390022,0,0.130052,0.0132529,0,0.990357,17607,1,1,7.62172,0.995582,7.58805,16.4259,0.121759,419,1.48322
1,1030,4.99694e-05,1.8555,-0.0374482,0,0.124847,0.0105608,0,0.990366,17607,1,1,36.9764,0.999755,36.9673,16.4593,0.121512,501.5,1.85513
1,1031,4.99684e-05,1.37373,-0.0242514,0,0.0808819,0.0129877,0,0.990375,17607,1,1,24.4076,0.998876,24.3802,16.4753,0.121394,153,1.37349
1,1032,4.99673e-05,1.59152,-0.0344926,0,0.115002,0.0106423,0,0.990385,17607,1,1,18.6898,0.999816,18.6863,16.3121,0.122608,404.5,1.59117
1,1033,4.99663e-05,1.78937,-0.0351195,0,0.117074,0.00736109,0,0.990394,17607,1,1,45.8592,0.999933,45.8561,16.2942,0.122743,519.5,1.78902
1,1034,4.99653e-05,1.62922,-0.037227,0,0.124101,0.00767967,0,0.990403,17607,1,1,2.69422,0.995415,2.68187,16.3539,0.122295,615.5,1.62884
1,1035,4.99643e-05,1.51907,-0.0386005,0,0.128685,0.00945613,0,0.990412,17607,1,1,9.734,0.999551,9.72963,16.4519,0.121566,630.5,1.51868
1,1036,4.99633e-05,1.66414,-0.0334495,0,0.111508,0.00782988,0,0.990421,17607,1,1,18.7434,0.999887,18.7413,16.3715,0.122164,644,1.66381
1,1037,4.99622e-05,1.21606,-0.0346905,0,0.115668,0.0118011,0,0.990431,17607,1,1,26.8205,0.998823,26.7889,16.2769,0.122874,538,1.21571
1,1038,4.99612e-05,1.62032,-0.0257412,0,0.085818,0.00865921,0,0.99044,17607,1,1,18.0898,0.99941,18.0791,16.3306,0.12247,422,1.62006
1,1039,4.99602e-05,1.63514,-0.0237952,0,0.0793329,0.00855062,0,0.990449,17607,1,1,11.2853,0.997522,11.2573,16.14,0.123916,374.5,1.6349
1,1040,4.99592e-05,1.47589,-0.0397153,0,0.132398,0.00845603,0,0.990458,17607,1,1,22.2209,0.99938,22.2071,16.4855,0.121319,722,1.4755
1,1041,4.99582e-05,1.34432,-0.0334803,0,0.111621,0.00961086,0,0.990467,17607,1,1,23.6373,0.999616,23.6282,16.4562,0.121535,487,1.34399
1,1042,4.99571e-05,1.689,-0.0213048,0,0.0710309,0.00801685,0,0.990476,17607,1,1,50.2317,0.99991,50.2272,16.3752,0.122136,308,1.68878
1,1043,4.99561e-05,1.41334,-0.0220359,0,0.0734831,0.0113305,0,0.990485,17607,1,1,25.6818,0.999909,25.6794,16.4391,0.121662,176.5,1.41312
1,1044,4.99551e-05,1.62715,-0.0373813,0,0.124624,0.00989956,0,0.990494,17607,1,1,10.8719,0.997389,10.8435,16.4822,0.121343,469,1.62678
1,1045,4.99541e-05,1.37563,-0.0334422,0,0.111484,0.00768535,0,0.990503,17607,1,1,6.05202,0.998161,6.04089,16.4455,0.121614,767,1.3753
1,1046,4.99531e-05,1.36766,-0.0413771,0,0.137938,0.00857596,0,0.990512,17607,1,1,4.21002,0.999411,4.20754,16.4996,0.121215,742,1.36725
1,1047,4.9952e-05,1.41,-0.0185257,0,0.0617807,0.0109521,0,0.990521,17607,1,1,15.2074,0.999525,15.2002,16.4256,0.121761,170.5,1.40982
1,1048,4.9951e-05,1.62145,-0.0241597,0,0.0805556,0.0107727,0,0.99053,17607,1,1,8.04674,0.991007,7.97438,16.4605,0.121503,274,1.62121
1,1049,4.995e-05,1.31701,-0.0549047,0,0.183034,0.00854628,0,0.990539,17607,1,1,9.07537,0.998321,9.06013,16.4401,0.121654,822,1.31646
1,1050,4.9949e-05,1.88043,-0.0396211,0,0.13208,0.0075228,0,0.990548,17607,1,1,78.4855,0.999679,78.4603,16.1251,0.124031,508,1.88004
1,1051,4.9948e-05,1.57386,-0.0444242,0,0.148096,0.00865969,0,0.990557,17607,1,1,32.1955,0.999676,32.1851,16.3435,0.122373,663.5,1.57342
1,1052,4.99469e-05,1.51176,-0.0267917,0,0.0893305,0.0105334,0,0.990566,17607,1,1,51.3915,0.999177,51.3492,16.4444,0.121622,211,1.51149
1,1053,4.99459e-05,1.16177,-0.0190546,0,0.0635615,0.0129757,0,0.990575,17607,1,1,25.8158,0.999611,25.8057,16.3319,0.12246,47,1.16158
1,1054,4.99449e-05,1.48439,-0.0181127,0,0.060397,0.00926564,0,0.990584,17607,1,1,8.10657,0.99759,8.08704,16.3606,0.122245,203,1.4842
1,1055,4.99439e-05,1.46075,-0.0408297,0,0.136111,0.00790336,0,0.990593,17607,1,1,16.996,0.999696,16.9908,16.3053,0.122659,630,1.46034
1,1056,4.99429e-05,1.55589,-0.0503916,0,0.167982,0.0078834,0,0.990601,17607,1,1,23.0505,0.999845,23.0469,16.2866,0.122801,720,1.55539
1,1057,4.99418e-05,1.49434,-0.0435452,0,0.145163,0.00834171,0,0.99061,17607,1,1,18.8416,0.99982,18.8382,16.3104,0.122621,660.5,1.49391
1,1058,4.99408e-05,1.56074,-0.0316097,0,0.105394,0.010752,0,0.990619,17607,1,1,58.9401,0.999884,58.9333,16.26,0.123001,254,1.56042
1,1059,4.99398e-05,1.1061,-0.033979,0,0.113285,0.00939816,0,0.990628,17607,1,1,18.8693,0.999732,18.8643,16.3996,0.121954,491.5,1.10576
1,1060,4.99388e-05,1.88995,-0.0420163,0,0.140065,0.00810463,0,0.990637,17607,1,1,53.3637,0.999889,53.3578,16.5184,0.121077,458.5,1.88953
1,1061,4.99378e-05,1.43736,-0.0495558,0,0.1652,0.00844132,0,0.990645,17607,1,1,8.9302,0.999755,8.92801,16.2712,0.122917,745.5,1.43687
1,1062,4.99367e-05,1.11278,-0.0466254,0,0.155436,0.00934935,0,0.990654,17607,1,1,2.97258,0.997988,2.9666,16.5004,0.121209,894.5,1.11231
1,1063,4.99357e-05,1.59532,-0.0454685,0,0.151575,0.00830362,0,0.990663,17607,1,1,26.7257,0.999819,26.7209,15.4089,0.129795,593.5,1.59487
1,1064,4.99347e-05,1.11815,-0.0381339,0,0.127131,0.00867144,0,0.990672,17607,1,1,2.74641,0.997025,2.73824,16.3406,0.122395,868,1.11777
1,1065,4.99337e-05,1.74529,-0.0234591,0,0.0782128,0.00883347,0,0.99068,17607,1,1,37.6591,0.999898,37.6552,16.4697,0.121435,354.5,1.74505
1,1066,4.99327e-05,1.56966,-0.0273079,0,0.0910501,0.00967285,0,0.990689,17607,1,1,10.7358,0.998408,10.7187,16.4581,0.121521,261,1.56939
1,1067,4.99316e-05,1.49386,-0.0237937,0,0.0793387,0.0104692,0,0.990698,17607,1,1,35.9134,0.99978,35.9055,16.4613,0.121497,242,1.49363
1,1068,4.99306e-05,1.41686,-0.0366686,0,0.122256,0.0117678,0,0.990706,17607,1,1,8.3545,0.996618,8.32625,16.2775,0.122869,600.5,1.41649
1,1069,4.99296e-05,1.48298,-0.0451658,0,0.15057,0.00965914,0,0.990715,17607,1,1,49.6742,0.999865,49.6675,16.3218,0.122535,568.5,1.48253
1,1070,4.99286e-05,1.36831,-0.0468535,0,0.156193,0.00859719,0,0.990724,17607,1,1,91.9633,0.999938,91.9576,16.2853,0.12281,674,1.36785
1,1071,4.99276e-05,1.19067,-0.0352585,0,0.117551,0.00949552,0,0.990732,17607,1,1,9.9516,0.999517,9.9468,16.3428,0.122378,488.5,1.19032
1,1072,4.99265e-05,1.53924,-0.0370202,0,0.123438,0.0119984,0,0.990741,17607,1,1,26.5874,0.999834,26.583,16.1417,0.123903,404.5,1.53887
1,1073,4.99255e-05,1.79605,-0.0422117,0,0.140721,0.00871419,0,0.990749,17607,1,1,17.9927,0.999878,17.9905,16.3572,0.122271,518.5,1.79563
1,1074,4.99245e-05,1.60565,-0.0390198,0,0.130086,0.0105156,0,0.990758,17607,1,1,38.676,0.999597,38.6604,16.4806,0.121355,517,1.60526
1,1075,4.99235e-05,1.47764,-0.0413808,0,0.137951,0.00863091,0,0.990766,17607,1,1,28.8321,0.999732,28.8244,16.4709,0.121427,557.5,1.47722
1,1076,4.99224e-05,1.19488,-0.0174724,0,0.0582796,0.0117686,0,0.990775,17607,1,1,37.2474,0.999122,37.2146,16.284,0.12282,57,1.19471
1,1077,4.99214e-05,1.57671,-0.0256976,0,0.0856866,0.0100722,0,0.990783,17607,1,1,18.4629,0.999789,18.459,15.8108,0.126495,252,1.57645
1,1078,4.99204e-05,1.37159,-0.0381058,0,0.127038,0.00942563,0,0.990792,17607,1,1,21.7733,0.999746,21.7677,16.3179,0.122565,696.5,1.37121
1,1079,4.99194e-05,1.91637,-0.0373701,0,0.12458,0.00807953,0,0.9908,17607,1,1,49.1406,0.999723,49.127,16.468,0.121448,455.5,1.91599
1,1080,4.99184e-05,1.47114,-0.0214381,0,0.0714828,0.00949689,0,0.990809,17607,1,1,17.0286,0.999688,17.0233,16.3347,0.122439,205.5,1.47093
1,1081,4.99173e-05,1.48635,-0.031733,0,0.105799,0.00942549,0,0.990817,17607,1,1,36.7275,0.999946,36.7255,16.3426,0.122379,361,1.48604
1,1082,4.99163e-05,1.35097,-0.0345554,0,0.115215,0.0117158,0,0.990826,17607,1,1,8.78047,0.99683,8.75264,16.3323,0.122456,536.5,1.35063
1,1083,4.99153e-05,1.4171,-0.0484053,0,0.161363,0.00790117,0,0.990834,17607,1,1,9.66505,0.999515,9.66036,16.359,0.122257,694,1.41662
1,1084,4.99143e-05,1.2462,-0.0203735,0,0.0679494,0.0120658,0,0.990842,17607,1,1,8.83817,0.999082,8.83006,16.2926,0.122755,100.5,1.246
1,1085,4.99133e-05,1.38538,-0.0354901,0,0.118325,0.00971669,0,0.990851,17607,1,1,3.70088,0.998801,3.69644,16.343,0.122377,470.5,1.38503
1,1086,4.99122e-05,1.45566,-0.0387443,0,0.129179,0.0115527,0,0.990859,17607,1,1,3.78244,0.996427,3.76893,16.358,0.122264,482,1.45528
1,1087,4.99112e-05,1.38241,-0.0444221,0,0.148085,0.00757532,0,0.990868,17607,1,1,24.2209,0.999875,24.2179,16.3364,0.122426,766,1.38197
1,1088,4.99102e-05,1.32334,-0.0548136,0,0.182726,0.00835818,0,0.990876,17607,1,1,9.33898,0.999597,9.33522,16.1212,0.12406,782,1.3228
1,1089,4.99092e-05,1.15391,-0.0513947,0,0.171336,0.00978556,0,0.990884,17607,1,0.999999,1.76344,0.997334,1.75874,16.4074,0.121896,851,1.1534
1,1090,4.99082e-05,1.39287,-0.0234425,0,0.0781524,0.00734452,0,0.990893,17607,1,1,16.3645,0.999319,16.3534,16.3544,0.122291,636,1.39263
1,1091,4.99071e-05,1.74147,-0.0299892,0,0.0999755,0.00811158,0,0.990901,17607,1,1,26.1957,0.999868,26.1922,16.3744,0.122142,440,1.74117
1,1092,4.99061e-05,1.52375,-0.0299966,0,0.10001,0.00997643,0,0.990909,17607,1,1,16.4401,0.999375,16.4298,16.3698,0.122176,337.5,1.52345
1,1093,4.99051e-05,1.5894,-0.044381,0,0.147956,0.0100509,0,0.990917,17607,1,1,5.99044,0.999136,5.98526,16.3688,0.122184,677,1.58896
1,1094,4.99041e-05,1.27604,-0.0365788,0,0.121939,0.00697249,0,0.990926,17607,1,1,7.56824,0.999208,7.56225,16.3286,0.122484,783,1.27568
1,1095,4.99031e-05,1.3425,-0.0330695,0,0.11026,0.0115399,0,0.990934,17607,1,1,21.1439,0.999789,21.1394,16.2585,0.123013,492.5,1.34217
1,1096,4.9902e-05,1.6134,-0.0314378,0,0.104807,0.00846672,0,0.990942,17607,1,1,15.015,0.999689,15.0104,16.3658,0.122206,602.5,1.61308
1,1097,4.9901e-05,1.78187,-0.0278064,0,0.0927199,0.0115284,0,0.99095,17607,1,1,10.403,0.99035,10.3026,16.3074,0.122644,362.5,1.7816
