epoch,step,lr,cfm,ema_decay,gpu_mem_peak_mb,grad_clip_active,grad_norm_cn_postclip,grad_norm_cn_preclip,grad_norm_trunk_postclip,grad_norm_trunk_preclip,samples_per_sec,step_time_sec,t_mean,total
0,636,3.18e-05,1.66375,0.984472,11461.8,1,1,57.3883,0.999524,57.3609,30.2142,0.066194,509,1.66375
0,637,3.185e-05,1.39568,0.984496,11466.8,1,1,6.84588,0.99949,6.84239,29.7726,0.067176,769.5,1.39568
0,638,3.19e-05,1.00841,0.98452,11468,1,1,5.86418,0.998314,5.85429,29.7821,0.0671544,972,1.00841
0,639,3.195e-05,1.76774,0.984544,11467.3,1,1,54.6665,0.999793,54.6552,29.8177,0.0670743,279.5,1.76774
0,640,3.2e-05,1.72301,0.984568,11465.2,1,1,46.6437,0.999595,46.6248,29.6746,0.0673978,425,1.72301
0,641,3.205e-05,1.62862,0.984592,11466.3,1,1,92.2258,0.999834,92.2104,29.9725,0.0667278,171,1.62862
0,642,3.21e-05,1.8719,0.984615,11464.9,1,1,67.5545,0.999306,67.5076,30.7188,0.0651066,320,1.8719
0,643,3.215e-05,1.21248,0.984639,11466.3,1,1,53.0782,0.999904,53.0731,30.4622,0.0656552,882,1.21248
0,644,3.22e-05,1.30471,0.984663,11464.3,1,1,25.2871,0.999681,25.279,30.0992,0.0664469,857,1.30471
0,645,3.225e-05,1.42353,0.984686,11459.5,1,1,17.4548,0.999521,17.4464,29.791,0.0671343,765.5,1.42353
0,646,3.23e-05,1.74809,0.98471,11459.8,1,1,36.2934,0.999865,36.2884,30.2625,0.0660885,361,1.74809
0,647,3.235e-05,1.43762,0.984733,11465.3,1,1,44.4355,0.999679,44.4212,30.3024,0.0660015,716,1.43762
0,648,3.24e-05,1.8282,0.984756,11460.9,1,1,120.976,0.999884,120.962,30.4077,0.0657727,348.5,1.8282
0,649,3.245e-05,1.55683,0.984779,11466.3,1,1,19.2507,0.990787,19.0734,28.968,0.0690418,36,1.55683
0,650,3.25e-05,1.44177,0.984802,11461.6,1,1,17.4595,0.99956,17.4518,30.2505,0.0661147,745.5,1.44177
0,651,3.255e-05,1.5122,0.984825,11462.7,1,1,52.2212,0.999752,52.2082,29.7948,0.0671259,505,1.5122
0,652,3.26e-05,1.18637,0.984848,11465,1,1,16.4917,0.997305,16.4472,30.2271,0.0661659,503.5,1.18637
0,653,3.265e-05,1.34241,0.984871,11467.2,1,1,4.54747,0.998523,4.54075,29.8317,0.0670427,800,1.34241
0,654,3.27e-05,1.53331,0.984894,11464.7,1,1,20.6543,0.997786,20.6085,30.3556,0.0658858,602.5,1.53331
0,655,3.275e-05,1.50506,0.984917,11466,1,1,162.541,0.999877,162.521,30.3122,0.06598,96,1.50506
0,656,3.28e-05,1.98907,0.98494,11466.6,1,1,167.517,0.999885,167.498,29.2414,0.0683962,456,1.98907
0,657,3.285e-05,1.52666,0.984962,11465.3,1,1,99.4066,0.999831,99.3898,29.6759,0.0673948,492,1.52666
0,658,3.29e-05,1.41596,0.984985,11467.8,1,1,35.4316,0.998854,35.391,28.8992,0.069206,594,1.41596
0,659,3.295e-05,1.41063,0.985008,11468.6,1,1,25.494,0.999314,25.4765,29.7924,0.0671312,403.5,1.41063
0,660,3.3e-05,1.83381,0.98503,11466,1,1,74.9341,0.999936,74.9293,29.7401,0.0672493,601,1.83381
0,661,3.305e-05,1.45357,0.985052,11470.3,1,1,54.5349,0.99993,54.5311,29.5765,0.0676212,394,1.45357
0,662,3.31e-05,1.09002,0.985075,11470,1,1,13.0269,0.999687,13.0228,29.7528,0.0672206,917,1.09002
0,663,3.315e-05,1.42365,0.985097,11470.8,1,1,59.2986,0.999623,59.2763,30.0452,0.0665663,549.5,1.42365
0,664,3.32e-05,1.55568,0.985119,11469.3,1,1,62.9182,0.99951,62.8874,30.1763,0.0662771,523.5,1.55568
0,665,3.325e-05,1.05859,0.985141,11464.8,1,1,4.84885,0.998119,4.83973,30.1619,0.0663088,947.5,1.05859
0,666,3.33e-05,1.66078,0.985163,11467.1,1,1,89.2988,0.999906,89.2904,29.8498,0.0670021,559.5,1.66078
0,667,3.335e-05,1.53372,0.985185,11466.1,1,1,282.132,0.999875,282.097,26.8187,0.0745749,88.5,1.53372
0,668,3.34e-05,1.47226,0.985207,11465.1,1,1,59.1111,0.999947,59.1079,29.7812,0.0671563,722.5,1.47226
0,669,3.345e-05,1.76033,0.985229,11470.8,1,1,51.7064,0.999943,51.7034,30.3344,0.0659317,595,1.76033
0,670,3.35e-05,1.71403,0.985251,11466.6,1,1,117.073,0.999865,117.057,30.2616,0.0660903,235.5,1.71403
0,671,3.355e-05,1.35339,0.985272,11467,1,1,15.3097,0.999612,15.3038,30.2258,0.0661685,792.5,1.35339
0,672,3.36e-05,1.41502,0.985294,11468.7,1,1,32.8623,0.999935,32.8601,28.9622,0.0690554,753,1.41502
0,673,3.365e-05,1.69667,0.985316,11467.7,1,1,83.1008,0.999794,83.0837,30.1595,0.0663141,215.5,1.69667
0,674,3.37e-05,1.44871,0.985337,11467.3,1,1,20.468,0.999888,20.4657,29.4374,0.0679408,754,1.44871
0,675,3.375e-05,1.60086,0.985359,11467.8,1,1,57.8931,0.999738,57.878,29.5552,0.06767,149.5,1.60086
0,676,3.38e-05,1.43005,0.98538,11466.9,1,1,5.37815,0.999064,5.37311,30.1501,0.0663347,760.5,1.43005
0,677,3.385e-05,1.65016,0.985401,11467.5,1,1,46.2157,0.999924,46.2122,29.9528,0.0667717,660.5,1.65016
0,678,3.39e-05,1.52447,0.985423,11469.4,1,1,33.005,0.999948,33.0033,30.1387,0.0663598,737,1.52447
0,679,3.395e-05,1.80566,0.985444,11468.5,1,1,71.4592,0.999797,71.4447,30.2665,0.0660796,487,1.80566
0,680,3.4e-05,1.50897,0.985465,11466.4,1,1,20.0216,0.999545,20.0124,24.3774,0.0820431,700.5,1.50897
0,681,3.405e-05,1.59049,0.985486,11468.6,1,1,38.6828,0.999762,38.6736,30.273,0.0660655,602.5,1.59049
0,682,3.41e-05,1.33461,0.985507,11468.8,1,1,15.3585,0.99782,15.325,30.3164,0.065971,485.5,1.33461
0,683,3.415e-05,1.28071,0.985528,11467.4,1,1,26.6375,0.999109,26.6137,30.1509,0.066333,517.5,1.28071
0,684,3.42e-05,1.37187,0.985549,11467.7,1,1,4.5627,0.997498,4.55129,29.465,0.0678772,792.5,1.37187
0,685,3.425e-05,1.64753,0.98557,11466.5,1,1,134.588,0.999907,134.575,28.298,0.0706764,405.5,1.64753
0,686,3.43e-05,1.63745,0.985591,11466.5,1,1,20.0135,0.999662,20.0067,30.3192,0.0659647,664,1.63745
0,687,3.435e-05,1.671,0.985611,11467.9,1,1,138.677,0.999893,138.662,30.3016,0.0660031,290.5,1.671
0,688,3.44e-05,1.73349,0.985632,11466.5,1,1,42.6897,0.998799,42.6384,30.5644,0.0654356,511.5,1.73349
0,689,3.445e-05,1.1593,0.985653,11467.8,1,1,15.135,0.998429,15.1112,30.1747,0.0662808,927,1.1593
0,690,3.45e-05,1.545,0.985673,11468,1,1,83.7333,0.999853,83.721,30.4395,0.0657042,144.5,1.545
0,691,3.455e-05,1.44788,0.985694,11466.7,1,1,51.764,0.999813,51.7543,29.8564,0.0669874,551.5,1.44788
0,692,3.46e-05,1.22533,0.985714,11469.8,1,1,15.7442,0.998859,15.7263,27.8015,0.0719386,516,1.22533
0,693,3.465e-05,1.31245,0.985735,11470.2,1,1,25.0931,0.999815,25.0885,29.4624,0.0678832,836,1.31245
0,694,3.47e-05,1.93131,0.985755,11469.3,1,1,77.4165,0.999731,77.3957,30.1533,0.0663278,437,1.93131
0,695,3.475e-05,1.53722,0.985775,11468.7,1,1,23.1339,0.999324,23.1182,30.2103,0.0662026,681.5,1.53722
0,696,3.48e-05,1.58524,0.985795,11466.1,1,1,62.0926,0.999783,62.0792,30.1276,0.0663843,315,1.58524
0,697,3.485e-05,1.23313,0.985816,11468.9,1,1,8.09996,0.998341,8.08652,30.1563,0.0663211,862.5,1.23313
0,698,3.49e-05,1.89075,0.985836,11467.1,1,1,143.712,0.999932,143.702,30.2764,0.066058,350,1.89075
0,699,3.495e-05,1.57247,0.985856,11465.8,1,1,19.0487,0.999787,19.0446,29.9965,0.0666744,678.5,1.57247
0,700,3.5e-05,1.94306,0.985876,11467.9,1,1,154.209,0.999945,154.2,30.0987,0.0664481,379.5,1.94306
0,701,3.505e-05,1.8245,0.985896,11467.9,1,1,58.2834,0.999518,58.2553,29.5635,0.0676509,345,1.8245
0,702,3.51e-05,1.73186,0.985915,11463.6,1,1,27.1843,0.999652,27.1748,30.0144,0.0666347,384.5,1.73186
0,703,3.515e-05,1.7682,0.985935,11463.4,1,1,83.4123,0.999824,83.3976,30.1441,0.0663479,298.5,1.7682
0,704,3.52e-05,1.34189,0.985955,11464.7,1,1,34.5354,0.999908,34.5322,30.2498,0.0661162,760,1.34189
0,705,3.525e-05,1.58,0.985975,11466,1,1,66.0772,0.999744,66.0602,30.2449,0.0661269,668,1.58
0,706,3.53e-05,1.50616,0.985994,11469.5,1,1,68.8973,0.999918,68.8916,30.3656,0.0658639,757.5,1.50616
0,707,3.535e-05,1.61371,0.986014,11465.1,1,1,27.7984,0.999753,27.7916,30.1828,0.0662628,691.5,1.61371
0,708,3.54e-05,1.72936,0.986033,11464.1,1,1,113.342,0.999861,113.327,29.9925,0.0666834,196,1.72936
0,709,3.545e-05,1.70321,0.986053,11463.1,1,1,20.2637,0.998359,20.2305,30.2884,0.066032,256,1.70321
0,710,3.55e-05,1.22637,0.986072,11466,1,1,10.2626,0.995101,10.2123,29.5459,0.0676914,527.5,1.22637
0,711,3.555e-05,1.75786,0.986092,11468.6,1,1,62.9488,0.999884,62.9414,30.6612,0.0652291,417,1.75786
0,712,3.56e-05,1.69596,0.986111,11465.2,1,1,85.4617,0.999853,85.4492,30.3708,0.0658526,208.5,1.69596
0,713,3.565e-05,1.79032,0.98613,11466.2,1,1,56.2546,0.999332,56.217,30.2579,0.0660984,297.5,1.79032
0,714,3.57e-05,1.6969,0.98615,11465.1,1,1,136.51,0.999871,136.493,30.3191,0.065965,222.5,1.6969
0,715,3.575e-05,1.51914,0.986169,11464.7,1,1,51.0291,0.999622,51.0098,30.3227,0.0659571,615.5,1.51914
0,716,3.58e-05,1.35057,0.986188,11464,1,1,10.6034,0.999238,10.5953,29.8433,0.0670168,802.5,1.35057
0,717,3.585e-05,1.42086,0.986207,11466.5,1,1,40.5535,0.99961,40.5377,30.4273,0.0657305,686,1.42086
0,718,3.59e-05,1.50726,0.986226,11466.5,1,1,37.2493,0.999796,37.2417,29.5546,0.0676714,492.5,1.50726
0,719,3.595e-05,1.17912,0.986245,11464.8,1,1,18.6487,0.999335,18.6363,29.3764,0.0680818,540.5,1.17912
0,720,3.6e-05,1.55684,0.986264,11466.8,1,1,88.8328,0.999869,88.8212,29.7269,0.0672791,374.5,1.55684
0,721,3.605e-05,1.50588,0.986283,11466.9,1,1,49.4078,0.999892,49.4024,30.1785,0.0662723,683,1.50588
0,722,3.61e-05,1.5587,0.986301,11465.8,1,1,20.0683,0.999686,20.062,29.7283,0.067276,628.5,1.5587
0,723,3.615e-05,1.4282,0.98632,11464.3,1,1,33.1493,0.999302,33.1262,30.1366,0.0663645,109.5,1.4282
0,724,3.62e-05,1.5096,0.986339,11466.6,1,1,75.6373,0.999803,75.6224,30.1102,0.0664227,663.5,1.5096
0,725,3.625e-05,1.68932,0.986357,11466.7,1,1,90.9228,0.999907,90.9143,30.2168,0.0661884,618,1.68932
0,726,3.63e-05,1.61942,0.986376,11465.7,1,1,46.0378,0.999859,46.0313,28.8431,0.0693406,204,1.61942
0,727,3.635e-05,1.73186,0.986395,11465.7,1,1,42.5708,0.999765,42.5608,30.1216,0.0663975,295,1.73186
0,728,3.64e-05,1.42403,0.986413,11466.6,1,1,71.5801,0.999902,71.5731,29.5615,0.0676556,625.5,1.42403
0,729,3.645e-05,1.55965,0.986431,11467.4,1,1,64.1074,0.999956,64.1045,29.6458,0.0674631,672.5,1.55965
0,730,3.65e-05,1.53525,0.98645,11463.8,1,1,111.787,0.999866,111.772,29.8246,0.0670587,395,1.53525
0,731,3.655e-05,1.56242,0.986468,11467.3,1,1,69.8931,0.999861,69.8835,29.8253,0.0670571,519.5,1.56242
0,732,3.66e-05,1.67743,0.986486,11464.8,1,1,16.8854,0.999839,16.8827,29.7738,0.0671731,551.5,1.67743
0,733,3.665e-05,1.71318,0.986505,11462.5,1,1,41.4968,0.999909,41.493,29.3163,0.0682215,543.5,1.71318
0,734,3.67e-05,1.28515,0.986523,11465,1,1,24.8828,0.999918,24.8807,29.6666,0.0674158,785.5,1.28515
0,735,3.675e-05,1.54724,0.986541,11464.8,1,1,50.5717,0.999954,50.5694,29.777,0.0671659,677.5,1.54724
0,736,3.68e-05,1.65192,0.986559,11463.5,1,1,19.5729,0.998695,19.5474,29.0503,0.0688461,238.5,1.65192
0,737,3.685e-05,1.26751,0.986577,11465.6,1,1,19.9463,0.996289,19.8723,30.0485,0.066559,495,1.26751
0,738,3.69e-05,1.1978,0.986595,11466,1,1,6.63362,0.999504,6.63033,29.7106,0.0673161,835,1.1978
0,739,3.695e-05,1.63805,0.986613,11460.1,1,1,95.2401,0.999889,95.2295,30.2893,0.0660299,378.5,1.63805
0,740,3.7e-05,1.24771,0.986631,11463.2,1,1,86.8084,0.999803,86.7913,29.7563,0.0672127,446.5,1.24771
0,741,3.705e-05,1.367,0.986649,11462.7,1,1,8.11774,0.999631,8.11474,29.81,0.0670915,787,1.367
0,742,3.71e-05,1.54754,0.986667,11461.5,1,1,35.3425,0.999649,35.33,29.8998,0.0668902,303,1.54754
0,743,3.715e-05,1.45691,0.986684,11466.7,1,1,8.80246,0.99961,8.79903,28.3166,0.0706298,747.5,1.45691
0,744,3.72e-05,1.64218,0.986702,11462.1,1,1,62.9372,0.999669,62.9163,30.2142,0.0661941,252,1.64218
0,745,3.725e-05,1.92372,0.98672,11462.2,1,1,115.364,0.999685,115.328,29.4093,0.0680057,458.5,1.92372
0,746,3.73e-05,1.56787,0.986737,11464.4,1,1,57.9017,0.998552,57.8178,30.1391,0.066359,154,1.56787
0,747,3.735e-05,1.91229,0.986755,11463.1,1,1,92.0198,0.999147,91.9413,30.4174,0.0657518,476.5,1.91229
0,748,3.74e-05,1.436,0.986772,11465,1,1,27.7469,0.999757,27.7401,30.0161,0.0666308,671,1.436
0,749,3.745e-05,1.51501,0.98679,11466,1,1,64.4688,0.999755,64.453,28.9405,0.0691072,375,1.51501
0,750,3.75e-05,1.42901,0.986807,11465.5,1,1,38.6874,0.999887,38.683,29.508,0.0677782,670.5,1.42901
0,751,3.755e-05,1.71496,0.986825,11464.8,1,1,72.1776,0.999859,72.1674,29.7517,0.0672231,310,1.71496
0,752,3.76e-05,1.62861,0.986842,11463.6,1,1,17.1864,0.998852,17.1667,30.6015,0.0653563,486,1.62861
0,753,3.765e-05,1.47727,0.986859,11461.3,1,1,11.1044,0.998321,11.0858,29.9747,0.0667229,400.5,1.47727
0,754,3.77e-05,1.55401,0.986877,11466.2,1,1,208.658,0.999933,208.644,29.5662,0.0676448,157,1.55401
0,755,3.775e-05,1.8049,0.986894,11464,1,1,78.4069,0.999795,78.3909,30.3022,0.0660018,328.5,1.8049
0,756,3.78e-05,1.75766,0.986911,11466.7,1,1,95.6672,0.999849,95.6528,30.0832,0.0664824,329.5,1.75766
0,757,3.785e-05,1.60076,0.986928,11465,1,1,66.1317,0.999731,66.1139,29.8881,0.0669162,232.5,1.60076
0,758,3.79e-05,1.69483,0.986945,11463.2,1,1,42.0732,0.999951,42.0712,29.846,0.0670107,645,1.69483
0,759,3.795e-05,1.78241,0.986962,11461.6,1,1,174.112,0.99995,174.103,30.1657,0.0663005,336,1.78241
0,760,3.8e-05,1.18755,0.986979,11463.2,1,1,9.81619,0.99952,9.81148,29.0581,0.0688275,861,1.18755
0,761,3.805e-05,1.49262,0.986996,11463.7,1,1,53.8308,0.99997,53.8292,29.7788,0.0671618,677,1.49262
0,762,3.81e-05,1.90983,0.987013,11466.2,1,1,98.2224,0.999964,98.2189,29.7539,0.0672182,513,1.90983
0,763,3.815e-05,1.32879,0.98703,11465.2,1,1,72.8989,0.998979,72.8244,29.4558,0.0678982,48,1.32879
0,764,3.82e-05,1.43133,0.987047,11463.9,1,1,8.13707,0.999201,8.13057,30.2548,0.0661051,783,1.43133
0,765,3.825e-05,1.51478,0.987063,11465.5,1,1,42.9474,0.999141,42.9105,29.6603,0.0674301,390.5,1.51478
0,766,3.83e-05,1.5545,0.98708,11465.8,1,1,37.1569,0.999895,37.153,30.6958,0.0651554,633,1.5545
0,767,3.835e-05,1.51906,0.987097,11466.5,1,1,50.7922,0.99995,50.7897,30.0181,0.0666264,734,1.51906
0,768,3.84e-05,1.66551,0.987113,11467.6,1,1,61.2939,0.999865,61.2856,29.78,0.0671591,391.5,1.66551
0,769,3.845e-05,1.66106,0.98713,11466.3,1,1,36.2714,0.999763,36.2628,30.2289,0.0661618,284,1.66106
0,770,3.85e-05,1.42226,0.987147,11465.9,1,1,12.6169,0.999449,12.61,30.5063,0.0655602,758.5,1.42226
0,771,3.855e-05,1.67697,0.987163,11463.4,1,1,123.248,0.999875,123.233,27.2614,0.0733638,362.5,1.67697
0,772,3.86e-05,0.975733,0.987179,11463.7,1,1,5.67675,0.999133,5.67182,30.14,0.066357,963,0.975733
0,773,3.865e-05,1.81089,0.987196,11466.4,1,1,225.772,0.999873,225.743,29.7502,0.0672264,298.5,1.81089
0,774,3.87e-05,1.58032,0.987212,11465.3,1,1,24.6037,0.999906,24.6014,30.0897,0.0664679,655.5,1.58032
0,775,3.875e-05,1.36726,0.987229,11464.4,1,1,6.83517,0.999251,6.83006,29.89,0.0669121,764,1.36726
0,776,3.88e-05,1.28849,0.987245,11469.6,1,1,53.3747,0.999748,53.3613,30.2877,0.0660333,594,1.28849
0,777,3.885e-05,1.60772,0.987261,11463.6,1,1,23.5825,0.99982,23.5783,30.2867,0.0660356,407,1.60772
0,778,3.89e-05,1.54317,0.987277,11464.5,1,1,18.0049,0.999084,17.9884,30.1844,0.0662593,634,1.54317
0,779,3.895e-05,1.70005,0.987294,11465.1,1,1,34.8587,0.999647,34.8464,29.1167,0.0686891,319.5,1.70005
0,780,3.9e-05,1.74926,0.98731,11467.2,1,1,74.5217,0.999567,74.4895,29.1921,0.0685117,470,1.74926
0,781,3.905e-05,1.88976,0.987326,11467.3,1,1,30.9789,0.999816,30.9732,30.144,0.0663481,403.5,1.88976
0,782,3.91e-05,1.47175,0.987342,11465.3,1,1,5.46869,0.999154,5.46407,29.833,0.06704,481.5,1.47175
0,783,3.915e-05,1.78335,0.987358,11466.6,1,1,96.92,0.999906,96.9109,29.9167,0.0668523,448,1.78335
0,784,3.92e-05,1.73024,0.987374,11467.6,1,1,225.832,0.99994,225.818,29.8144,0.0670817,309,1.73024
0,785,3.925e-05,1.60814,0.98739,11466.2,1,1,15.0264,0.999888,15.0247,30.2102,0.0662028,678,1.60814
0,786,3.93e-05,1.58721,0.987406,11464.5,1,1,68.7604,0.999814,68.7476,30.0059,0.0666536,326.5,1.58721
0,787,3.935e-05,1.80423,0.987421,11464.9,1,1,66.6703,0.999852,66.6605,29.8687,0.0669597,457.5,1.80423
0,788,3.94e-05,1.72928,0.987437,11465.6,1,1,24.7862,0.999862,24.7828,30.2209,0.0661795,519.5,1.72928
0,789,3.945e-05,1.63319,0.987453,11470.3,1,1,96.3329,0.99989,96.3223,29.0843,0.0687657,268,1.63319
0,790,3.95e-05,1.58157,0.987469,11466.8,1,1,21.0507,0.99498,20.945,29.6219,0.0675177,193.5,1.58157
0,791,3.955e-05,1.49091,0.987484,11464.5,1,1,34.3107,0.999281,34.2861,30.3624,0.065871,166,1.49091
0,792,3.96e-05,1.08902,0.9875,11466.5,1,1,25.8446,0.999842,25.8406,29.5734,0.0676284,921.5,1.08902
0,793,3.965e-05,1.61182,0.987516,11466.6,1,1,71.8948,0.999871,71.8855,30.2372,0.0661437,623.5,1.61182
0,794,3.97e-05,1.75424,0.987531,11467,1,1,82.6797,0.999926,82.6736,30.1348,0.0663684,602,1.75424
0,795,3.975e-05,1.52763,0.987547,11463,1,1,53.0875,0.999592,53.0659,30.1808,0.0662673,321,1.52763
0,796,3.98e-05,1.42545,0.987562,11463.2,1,1,8.70812,0.999589,8.70454,29.8466,0.0670093,726.5,1.42545
0,797,3.985e-05,1.46299,0.987578,11468.4,1,1,43.8543,0.999739,43.8428,29.6652,0.0674191,667.5,1.46299
0,798,3.99e-05,1.84875,0.987593,11465.8,1,1,101.328,0.999858,101.314,29.9811,0.0667087,345.5,1.84875
0,799,3.995e-05,1.33808,0.987608,11466.9,1,1,24.8881,0.999949,24.8869,30.2349,0.0661488,774,1.33808
0,800,4e-05,1.85864,0.987624,11467.2,1,1,26.4408,0.998977,26.4138,29.9597,0.0667563,439,1.85864
0,801,4.005e-05,1.53499,0.987639,11466.2,1,1,26.1433,0.999774,26.1374,30.3002,0.0660061,352,1.53499
0,802,4.01e-05,1.5516,0.987654,11467.4,1,1,45.3125,0.999842,45.3054,30.3387,0.0659224,701,1.5516
0,803,4.015e-05,1.72514,0.98767,11465,1,1,73.8208,0.998807,73.7328,30.2063,0.0662113,531.5,1.72514
0,804,4.02e-05,1.93593,0.987685,11465.2,1,1,105.517,0.99482,104.97,29.674,0.0673991,452.5,1.93593
0,805,4.025e-05,1.56425,0.9877,11467,1,1,15.7086,0.999318,15.6979,30.3041,0.0659977,229,1.56425
0,806,4.03e-05,1.09614,0.987715,11468.9,1,1,39.2408,0.999548,39.2231,29.1044,0.0687181,497,1.09614
0,807,4.035e-05,1.7032,0.98773,11467.7,1,1,80.2914,0.999881,80.2818,30.0961,0.0664538,433.5,1.7032
0,808,4.04e-05,1.44995,0.987745,11465.6,1,1,12.6386,0.999655,12.6342,29.7098,0.0673179,754,1.44995
0,809,4.045e-05,1.31234,0.98776,11469.2,1,1,101.371,0.999509,101.321,28.7418,0.069585,71,1.31234
0,810,4.05e-05,1.57027,0.987775,11468.9,1,1,43.2959,0.999611,43.279,29.7053,0.067328,232,1.57027
0,811,4.055e-05,1.49486,0.98779,11470.9,1,1,24.2806,0.999928,24.2788,29.7897,0.0671372,658,1.49486
0,812,4.06e-05,1.41329,0.987805,11464.4,1,1,81.5524,0.999936,81.5471,29.7222,0.0672899,710.5,1.41329
0,813,4.065e-05,1.2006,0.98782,11464.9,1,1,10.9965,0.996807,10.9614,29.7728,0.0671754,516.5,1.2006
0,814,4.07e-05,1.50832,0.987835,11463.3,1,1,45.4163,0.999819,45.4081,29.6793,0.067387,176.5,1.50832
0,815,4.075e-05,1.80251,0.987849,11463.8,1,1,123.458,0.999952,123.453,28.955,0.0690727,585,1.80251
0,816,4.08e-05,1.35294,0.987864,11464.6,1,1,40.5287,0.999948,40.5266,29.8889,0.0669145,772,1.35294
0,817,4.085e-05,1.55987,0.987879,11464,1,1,14.757,0.998286,14.7317,29.5498,0.0676823,367,1.55987
0,818,4.09e-05,1.83298,0.987893,11462,1,1,54.4261,0.99991,54.4212,29.7516,0.0672233,444,1.83298
0,819,4.095e-05,1.65727,0.987908,11464.7,1,1,128.933,0.999811,128.909,29.6866,0.0673706,247.5,1.65727
0,820,4.1e-05,1.06727,0.987923,11465.9,1,1,21.1522,0.999559,21.1429,28.5609,0.0700257,509,1.06727
0,821,4.105e-05,1.29433,0.987937,11462.8,1,1,8.31319,0.998379,8.29972,29.7912,0.0671339,834,1.29433
0,822,4.11e-05,1.87149,0.987952,11463.5,1,1,26.9167,0.999889,26.9137,28.99,0.0689894,469.5,1.87149
0,823,4.115e-05,1.8285,0.987966,11463.8,1,1,35.9853,0.999786,35.9776,29.8365,0.067032,494,1.8285
0,824,4.12e-05,1.82238,0.987981,11465.4,1,1,49.3141,0.99993,49.3106,29.6033,0.0675601,529.5,1.82238
0,825,4.125e-05,1.41093,0.987995,11464.2,1,1,17.5257,0.999463,17.5163,29.9455,0.066788,373,1.41093
0,826,4.13e-05,1.6147,0.98801,11464.8,1,1,14.0324,0.9993,14.0226,29.8058,0.067101,652.5,1.6147
0,827,4.135e-05,1.84971,0.988024,11466.7,1,1,80.2505,0.99794,80.0851,30.3443,0.0659102,393,1.84971
0,828,4.14e-05,1.21714,0.988038,11468.5,1,1,5.89661,0.994174,5.86226,29.6766,0.0673931,887.5,1.21714
0,829,4.145e-05,1.27667,0.988053,11462.3,1,1,37.9779,0.999798,37.9702,29.7715,0.0671783,409,1.27667
0,830,4.15e-05,1.49363,0.988067,11463.8,1,1,8.71267,0.999332,8.70685,29.7008,0.0673382,727,1.49363
0,831,4.155e-05,1.69429,0.988081,11464.6,1,1,132.331,0.999874,132.315,30.7269,0.0650894,302.5,1.69429
0,832,4.16e-05,1.02496,0.988095,11464.7,1,1,4.26447,0.998606,4.25853,29.0226,0.0689118,933.5,1.02496
0,833,4.165e-05,1.63171,0.988109,11462.6,1,1,206.308,0.999546,206.215,30.0045,0.0666567,214,1.63171
0,834,4.17e-05,1.76461,0.988124,11464.2,1,1,52.6955,0.999473,52.6678,30.2869,0.0660351,616.5,1.76461
0,835,4.175e-05,1.82402,0.988138,11462.7,1,1,89.9841,0.999746,89.9613,29.8625,0.0669736,382,1.82402
0,836,4.18e-05,1.69681,0.988152,11464.5,1,1,34.2323,0.999254,34.2068,30.2361,0.0661461,284.5,1.69681
0,837,4.185e-05,1.56352,0.988166,11466.7,1,1,30.5917,0.996266,30.4775,29.9976,0.066672,515,1.56352
0,838,4.19e-05,1.6342,0.98818,11466.2,1,1,76.8911,0.999724,76.8699,29.897,0.0668963,517.5,1.6342
0,839,4.195e-05,1.43268,0.988194,11467,1,1,19.0623,0.999539,19.0536,30.2656,0.0660816,557,1.43268
0,840,4.2e-05,1.59467,0.988208,11465.5,1,1,72.8235,0.999933,72.8187,29.8973,0.0668957,229,1.59467
0,841,4.205e-05,1.65819,0.988221,11463.6,1,1,62.1601,0.999724,62.1429,29.5529,0.0676752,323,1.65819
0,842,4.21e-05,1.90026,0.988235,11462.5,1,1,35.2732,0.999612,35.2595,29.5794,0.0676146,439,1.90026
0,843,4.215e-05,1.49837,0.988249,11461.7,1,1,22.4451,0.99954,22.4348,30.8074,0.0649195,547.5,1.49837
0,844,4.22e-05,1.57559,0.988263,11463,1,1,43.8407,0.988339,43.3295,30.8258,0.0648808,208.5,1.57559
0,845,4.225e-05,1.52075,0.988277,11462.5,1,1,28.3688,0.999514,28.355,30.5712,0.0654211,521,1.52075
0,846,4.23e-05,1.04731,0.98829,11462.4,1,1,3.12394,0.994417,3.1065,30.7469,0.0650472,930.5,1.04731
0,847,4.235e-05,1.58546,0.988304,11466.4,1,1,48.6412,0.999938,48.6382,30.709,0.0651274,673,1.58546
0,848,4.24e-05,1.62201,0.988318,11466.6,1,1,73.6233,0.9998,73.6086,30.7592,0.0650212,348,1.62201
0,849,4.245e-05,1.62453,0.988331,11466.8,1,1,61.0801,0.999899,61.0739,30.8118,0.0649102,635.5,1.62453
0,850,4.25e-05,1.25622,0.988345,11462.4,1,1,37.9666,0.999578,37.9506,29.3711,0.0680942,441,1.25622
1,851,4.255e-05,1.74446,0.988359,11462.5,1,1,31.8017,0.999794,31.7952,27.9371,0.0715893,574,1.74446
1,852,4.26e-05,1.55002,0.988372,11462.8,1,1,38.2888,0.999844,38.2828,29.7271,0.0672786,542.5,1.55002
1,853,4.265e-05,1.69068,0.988386,11470,1,1,82.716,0.999926,82.71,30.3409,0.0659177,286.5,1.69068
1,854,4.27e-05,1.63894,0.988399,11464.3,1,1,16.6683,0.999757,16.6643,30.4235,0.0657387,670,1.63894
